Line-number,Type,State,County,Town,FIPS,Server-owner,ArcGIS-url,https,Show-contents,SSL,Open,Comment
2017,2,Nebraska,Nuckolls,,31129,,https://gis2.gworks.com/arcgis/rest/services/Nuckolls_County_NE_Assessor/MapServer,Y,N,OK,Y,
2018,2,Nebraska,Nuckolls,,31129,,https://gis2.gworks.com/arcgis/rest/services/Nuckolls_County_NE_Treasurer/MapServer,Y,N,OK,Y,
2019,2,Nebraska,Otoe,,31131,,https://gis2.gworks.com/arcgis/rest/services/Otoe_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2020,2,Nebraska,Otoe,,31131,,https://gis2.gworks.com/arcgis/rest/services/Otoe_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2021,2,Nebraska,Otoe,,31131,,https://gis2.gworks.com/arcgis/rest/services/Otoe_County_NE_Roads_Sub/MapServer,Y,N,OK,Y,
2022,2,Nebraska,Pawnee,,31133,,https://gis2.gworks.com/arcgis/rest/services/Pawnee_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2023,2,Nebraska,Perkins,,31135,,https://gis2.gworks.com/arcgis/rest/services/Perkins_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2024,2,Nebraska,Perkins,,31135,,https://gis2.gworks.com/arcgis/rest/services/Perkins_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2025,2,Nebraska,Perkins,,31135,,https://gis2.gworks.com/arcgis/rest/services/Perkins_County_NE_PZ_Sub/MapServer,Y,N,OK,Y,
2026,2,Nebraska,Perkins,,31135,,https://gis2.gworks.com/arcgis/rest/services/Perkins_County_NE_Roads_Sub/MapServer,Y,N,OK,Y,
2027,2,Nebraska,Phelps,,31137,,https://gis2.gworks.com/arcgis/rest/services/Phelps_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2028,2,Nebraska,Pierce,,31139,,https://gis2.gworks.com/arcgis/rest/services/Pierce_County_NE_Assessor/MapServer,Y,N,OK,Y,
2029,2,Nebraska,Pierce,,31139,,https://gis2.gworks.com/arcgis/rest/services/Pierce_County_NE_PZ/MapServer,Y,N,OK,Y,
2030,2,Nebraska,Platte,,31141,,https://gis2.gworks.com/arcgis/rest/services/Platte_County_NE_Assessor/MapServer,Y,N,OK,Y,
2031,2,Nebraska,Polk,,31143,,https://gis2.gworks.com/arcgis/rest/services/Polk_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2032,2,Nebraska,Polk,,31143,,https://gis2.gworks.com/arcgis/rest/services/Polk_County_NE_Treasurer/MapServer,Y,N,OK,Y,
2033,2,Nebraska,Red Willow,,31145,,https://gis2.gworks.com/arcgis/rest/services/Red_Willow_County_NE_Assessor/MapServer,Y,N,OK,Y,
2034,2,Nebraska,Red Willow,,31145,,https://gis2.gworks.com/arcgis/rest/services/Red_Willow_County_NE_Treasurer/MapServer,Y,N,OK,Y,
2035,2,Nebraska,Richardson,,31147,,https://gis2.gworks.com/arcgis/rest/services/Richardson_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2036,2,Nebraska,Richardson,,31147,,https://gis2.gworks.com/arcgis/rest/services/Richardson_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2037,2,Nebraska,Rock,,31149,,https://gis2.gworks.com/arcgis/rest/services/Rock_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2038,2,Nebraska,Saline,,31151,,https://gis2.gworks.com/arcgis/rest/services/Saline_County_NE_Assessor/MapServer,Y,N,OK,Y,
2039,2,Nebraska,Saline,,31151,,https://gis2.gworks.com/arcgis/rest/services/Saline_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2040,2,Nebraska,Saline,,31151,,https://gis2.gworks.com/arcgis/rest/services/Saline_County_NE_PZ/MapServer,Y,N,OK,Y,
2041,2,Nebraska,Saline,,31151,,https://gis2.gworks.com/arcgis/rest/services/Saline_County_NE_Roads/MapServer,Y,N,OK,Y,
2042,2,Nebraska,Sarpy,,31153,,https://tiles.arcgis.com/tiles/pDAi2YK0L0QxVJHj/arcgis/rest/services,Y,Y,OK,Y, 
2043,2,Nebraska,Sarpy,,31153,,https://geodata.sarpy.com/arcgis/rest/services,Y,N,OK,Y,
2044,2,Nebraska,Saunders,,31155,,https://gis2.gworks.com/arcgis/rest/services/Saunders_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2045,2,Nebraska,Saunders,,31155,,https://gis2.gworks.com/arcgis/rest/services/Saunders_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2046,2,Nebraska,Saunders,,31155,,https://gis2.gworks.com/arcgis/rest/services/Saunders_County_NE_PZ/MapServer,Y,N,OK,Y,
2047,2,Nebraska,Saunders,,31155,,https://gis2.gworks.com/arcgis/rest/services/Saunders_County_NE_Roads/MapServer,Y,N,OK,Y,
2048,2,Nebraska,Scotts Bluff,,31157,,https://wfs.schneidercorp.com/arcgis/rest/services/ScottsBluffCountyNE_WFS/MapServer,Y,Y,OK,Y,
2049,2,Nebraska,Seward,,31159,,https://gis2.gworks.com/arcgis/rest/services/Seward_County_NE_Assessor/MapServer,Y,N,OK,Y,
2050,2,Nebraska,Seward,,31159,,https://gis2.gworks.com/arcgis/rest/services/Seward_County_NE_PZ/MapServer,Y,N,OK,Y,
2051,2,Nebraska,Seward,,31159,,https://gis2.gworks.com/arcgis/rest/services/Seward_County_NE_Roads_Sub/MapServer,Y,N,OK,Y,
2052,2,Nebraska,Sheridan,,31161,,https://gis2.gworks.com/arcgis/rest/services/Sheridan_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2053,2,Nebraska,Sherman,,31163,,https://gis2.gworks.com/arcgis/rest/services/Sherman_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2054,2,Nebraska,Sherman,,31163,,https://gis2.gworks.com/arcgis/rest/services/Sherman_County_NE_PZ/MapServer,Y,N,OK,Y,
2055,2,Nebraska,Sherman,,31163,,https://gis2.gworks.com/arcgis/rest/services/Sherman_County_NE_SimpleRoads_MGMT/MapServer,Y,N,OK,Y,
2056,2,Nebraska,Sioux,,31165,,https://gis2.gworks.com/arcgis/rest/services/Sioux_County_NE_Assessor/MapServer,Y,N,OK,Y,
2057,2,Nebraska,Stanton,,31167,,https://gis2.gworks.com/arcgis/rest/services/Stanton_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2058,2,Nebraska,Stanton,,31167,,https://gis2.gworks.com/arcgis/rest/services/Stanton_County_NE_PZ/MapServer,Y,N,OK,Y,
2059,2,Nebraska,Thayer,,31169,,https://gis2.gworks.com/arcgis/rest/services/Thayer_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2060,2,Nebraska,Thayer,,31169,,https://gis2.gworks.com/arcgis/rest/services/Thayer_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2061,2,Nebraska,Thayer,,31169,,https://gis2.gworks.com/arcgis/rest/services/Thayer_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2062,2,Nebraska,Thayer,,31169,,https://gis2.gworks.com/arcgis/rest/services/Thayer_County_NE_Roads/MapServer,Y,N,OK,Y,
2063,2,Nebraska,Thomas,,31171,,https://gis2.gworks.com/arcgis/rest/services/Thomas_County_NE_Assessor/MapServer,Y,N,OK,Y,
2064,2,Nebraska,Thomas,,31171,,https://gis2.gworks.com/arcgis/rest/services/Thomas_County_NE_PZ/MapServer,Y,N,OK,Y,
2065,2,Nebraska,Thurston,,31173,,https://gis2.gworks.com/arcgis/rest/services/Thurston_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2066,2,Nebraska,Thurston,,31173,,https://gis2.gworks.com/arcgis/rest/services/Thurston_County_NE_Clerk/MapServer,Y,N,OK,Y,
2067,2,Nebraska,Thurston,,31173,,https://gis2.gworks.com/arcgis/rest/services/Thurston_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2068,2,Nebraska,Thurston,,31173,,https://gis2.gworks.com/arcgis/rest/services/Thurston_County_NE_Roads/MapServer,Y,N,OK,Y,
2069,2,Nebraska,Valley,,31175,,https://gis2.gworks.com/arcgis/rest/services/Valley_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2070,2,Nebraska,Valley,,31175,,https://gis2.gworks.com/arcgis/rest/services/Valley_County_NE_PZ/MapServer,Y,N,OK,Y,
2071,2,Nebraska,Washington,,31177,,https://gis2.gworks.com/arcgis/rest/services/Washington_County_NE_Assessor/MapServer,Y,N,OK,Y,
2072,2,Nebraska,Wayne,,31179,,https://gis2.gworks.com/arcgis/rest/services/Wayne_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2073,2,Nebraska,Wayne,,31179,,https://gis2.gworks.com/arcgis/rest/services/Wayne_County_NE_Clerk_Sub/MapServer,Y,N,OK,Y,
2074,2,Nebraska,Wayne,,31179,,https://gis2.gworks.com/arcgis/rest/services/Wayne_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2075,2,Nebraska,Wayne,,31179,,https://gis2.gworks.com/arcgis/rest/services/Wayne_County_NE_Roads_Sub/MapServer,Y,N,OK,Y,
2076,2,Nebraska,Webster,,31181,,https://gis2.gworks.com/arcgis/rest/services/Webster_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2077,2,Nebraska,Webster,,31181,,https://gis2.gworks.com/arcgis/rest/services/Webster_County_NE_Roads_Sub/MapServer,Y,N,OK,Y,
2078,2,Nebraska,Wheeler,,31183,,https://gis2.gworks.com/arcgis/rest/services/Wheeler_County_NE_Assessor_Sub/MapServer,Y,N,OK,Y,
2079,2,Nebraska,York,,31185,,https://gis2.gworks.com/arcgis/rest/services/York_County_NE_Assessor/MapServer,Y,N,OK,Y,
2080,2,Nebraska,York,,31185,,https://gis2.gworks.com/arcgis/rest/services/York_County_NE_Clerk/MapServer,Y,N,OK,Y,
2081,2,Nebraska,York,,31185,,https://gis2.gworks.com/arcgis/rest/services/York_County_NE_EM_Sub/MapServer,Y,N,OK,Y,
2082,2,Nebraska,York,,31185,,https://gis2.gworks.com/arcgis/rest/services/York_County_NE_PZ/MapServer,Y,N,OK,Y,
2083,2,Nebraska,York,,31185,,https://gis2.gworks.com/arcgis/rest/services/York_County_NE_Roads_Sub/MapServer,Y,N,OK,Y,
2084,2,Nebraska,,Alma,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Alma_NE_MGMT/MapServer,Y,N,OK,Y,
2085,2,Nebraska,,Ashland,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Ashland_NE_MGMT/MapServer,Y,N,X,Y,
2086,2,Nebraska,,Central City,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Central_City_NE_MGMT/MapServer,Y,N,OK,Y,
2087,2,Nebraska,,Chadron,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Chadron_NE_MGMT/MapServer,Y,N,OK,Y,
2088,2,Nebraska,,Crete,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Crete_NE_MGMT/MapServer,Y,N,OK,Y,
2089,2,Nebraska,,Curtis,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Curtis_NE_MGMT/MapServer,Y,N,OK,Y,
2090,2,Nebraska,,David City,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_David_City_NE_MGMT/MapServer,Y,N,OK,Y,
2091,2,Nebraska,,Eagle,,,https://gis3.gisworkshop.com/arcgis/rest/services/Village_of_Eagle_NE_MGMT/MapServer,Y,N,OK,Y,
2092,2,Nebraska,,Elgin,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Elgin_NE_MGMT/MapServer,Y,N,OK,Y,
2093,2,Nebraska,,Falls City,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Falls_City_NE_MGMT/MapServer,Y,N,OK,Y,
2094,2,Nebraska,,Gibbon,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Gibbon_NE_MGMT/MapServer,Y,N,OK,Y,
2095,2,Nebraska,,Gordon,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Gordon_NE_MGMT/MapServer,Y,N,OK,Y,
2096,2,Nebraska,,Grand Island,,,https://gis.grand-island.com/arcgis/rest/services,Y,Y,OK,Y,
2097,2,Nebraska,,Grant,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Grant_NE_MGMT/MapServer,Y,N,OK,Y,
2098,2,Nebraska,,Greenwood,,,https://gis3.gisworkshop.com/arcgis/rest/services/Village_of_Greenwood_NE_MGMT/MapServer,Y,N,OK,Y,
2099,2,Nebraska,,Holdrege,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Holdrege_NE_MGMT/MapServer,Y,N,OK,Y,
2100,2,Nebraska,,Imperial,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Imperial_NE_MGMT/MapServer,Y,N,OK,Y,
2101,2,Nebraska,,Lexington,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Lexington_NE_MGMT/MapServer,Y,N,OK,Y,
2102,2,Nebraska,,Lincoln,,,https://ags3.lincoln.ne.gov/arcgis/rest/services,Y,Y,OK,Y, 
2103,2,Nebraska,,Lincoln,,,https://gisext.lincoln.ne.gov/arcgis/rest/services,Y,Y,OK,Y,
2104,2,Nebraska,,Loup City,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Loup_City_NE_MGMT/MapServer,Y,N,OK,Y,
2105,2,Nebraska,,Madison,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Madison_NE_MGMT/MapServer,Y,N,OK,Y,
2106,2,Nebraska,,McCook,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_McCook_NE_MGMT/MapServer,Y,N,OK,Y,
2107,2,Nebraska,,Milford,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Milford_NE_MGMT/MapServer,Y,N,OK,Y,
2108,2,Nebraska,,Mullen,,,https://gis3.gisworkshop.com/arcgis/rest/services/Village_of_Mullen_NE_MGMT/MapServer,Y,N,OK,Y,
2109,2,Nebraska,,Nebraska City,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Nebraska_City_NE_MGMT/MapServer,Y,N,OK,Y,
2110,2,Nebraska,,Nemaha,,,https://gis2.gisworkshop.com/arcgis/rest/services/Nemaha_Rural_Water_District_Two_NE_MGMT/MapServer,Y,N,X,Y,
2111,2,Nebraska,,Nemaha,,,https://gis2.gisworkshop.com/arcgis/rest/services/Nemaha_Rural_Water_District_One_NE_MGMT/MapServer,Y,N,X,Y,
2112,2,Nebraska,,North Platte,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_North_Platte_NE_MGMT/MapServer,Y,N,OK,Y,
2113,2,Nebraska,,Ogallala,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Ogallala_NE_MGMT/MapServer,Y,N,OK,Y,
2114,2,Nebraska,,Red Cloud,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Red_Cloud_NE_MGMT/MapServer,Y,N,OK,Y,
2115,2,Nebraska,,Seward,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Seward_NE_MGMT/MapServer,Y,N,OK,Y,
2116,2,Nebraska,,South Sioux City,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_South_Sioux_City_NE_MGMT/MapServer,Y,N,OK,Y,
2117,2,Nebraska,,St. Paul,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_St_Paul_NE_MGMT/MapServer,Y,N,OK,Y,
2118,2,Nebraska,,Superior,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Superior_NE_MGMT/MapServer,Y,N,OK,Y,
2119,2,Nebraska,,Sutherland,,,https://gis3.gisworkshop.com/arcgis/rest/services/Village_of_Sutherland_NE_MGMT/MapServer,Y,N,OK,Y,
2120,2,Nebraska,,Tecumseh,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Tecumseh_NE_MGMT/MapServer,Y,N,OK,Y,
2121,2,Nebraska,,Utica,,,https://gis3.gisworkshop.com/arcgis/rest/services/Village_of_Utica_NE_MGMT/MapServer,Y,N,OK,Y,
2122,2,Nebraska,,Wahoo,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Wahoo_NE_MGMT/MapServer,Y,N,OK,Y,
2123,2,Nevada,,,32,Nevada Department of Conservation & Natural Resources,http://arcgis.dcnr.nv.gov/arcgis/rest/services,N,Y,,Y,
2124,2,Nevada,,,32,Nevada Division of Environmental Protection,http://ndep-emap.nv.gov/ArcGIS/rest/services,N,Y,,Y,
2125,2,Nevada,,,32,Nevada Department of Transportation,https://gis.nevadadot.com/arcgis/rest/services,Y,Y,OK,Y,
2126,2,Nevada,,,32,Nevada Department of Wildlife,https://services.arcgis.com/RyxlXSfFi87rAosq/arcgis/rest/services,Y,Y,OK,Y,
2127,2,Nevada,,,32,Nevada Bureau of Mines and Geology - University of Nevada,https://gisweb.unr.edu/nbmg/rest/services,Y,Y,OK,Y,
2128,2,Nevada,,,32,Nevada legislature,https://services9.arcgis.com/UU5yXg9PV67U0ebq/arcgis/rest/services,Y,Y,OK,Y,
2129,2,Nevada,,,32,Nevada State Historic Preservation Office,https://arcgis.shpo.nv.gov/arcgis/rest/services,Y,Y,OK,Y,
2130,2,Nevada,,,32,Regional Transportation Commission of Southern Nevada,https://gis.rtcsnv.com/arcgis/rest/services,Y,N,OK,Y,
2131,2,Nevada,Churchill,,32001,,https://services2.arcgis.com/uPb1UC2HwTkBAlth/ArcGIS/rest/services,Y,Y,OK,Y,
2132,2,Nevada,Clark,,32003,,https://maps.clarkcountynv.gov/arcgis/rest/services,Y,Y,OK,Y, 
2133,2,Nevada,Clark,,32003,,https://gisgate.co.clark.nv.us/arcgis/rest/services,Y,Y,OK,Y,
2134,2,Nevada,Douglas,,32005,,https://services1.arcgis.com/F0m0hYDU3ywcMEEC/arcgis/rest/services,Y,Y,OK,Y, 
2135,2,Nevada,Douglas,,32005,,https://gisdata.farrwestengineering.com/arcgis/rest/services/Douglas_County,Y,Y,OK,Y,
2136,2,Nevada,Elko,,32007,,https://gis.elkocountynv.net/server/rest/services,Y,N,OK,Y, Rest services are disabled 
2137,2,Nevada,Lyon,,32019,,https://gisdata.farrwestengineering.com/arcgis/rest/services/Lyon_County,Y,Y,OK,Y,
2138,2,Nevada,Mineral,,32021,,https://gisdata.farrwestengineering.com/arcgis/rest/services/Mineral_County,Y,Y,OK,Y,
2139,2,Nevada,Nye,,32023,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/NyeNVFeatures/FeatureServer,Y,Y,OK,Y,
2140,2,Nevada,Pershing,,32027,,https://gisdata.farrwestengineering.com/arcgis/rest/services/Pershing_County,Y,Y,OK,Y,
2141,2,Nevada,Storey,,32029,,https://gisdata.farrwestengineering.com/arcgis/rest/services/Storey_County,Y,Y,OK,Y,
2142,2,Nevada,Washoe,,32031,,https://gis.washoecounty.us/arcgis/rest/services,Y,Y,OK,Y, 
2143,2,Nevada,Washoe,,32031,,https://wcgisweb.washoecounty.us/arcgis/rest/services,Y,Y,OK,Y, 
2144,2,Nevada,Washoe,,32031,,https://web2.mobile311.com/arcgis/rest/services/Nevada/WashoeNV/MapServer,Y,Y,OK,Y, 
2145,2,Nevada,Washoe,,32031,,https://gisdata.farrwestengineering.com/arcgis/rest/services/Washoe_County,Y,Y,OK,Y,
2146,2,Nevada,White Pine,,32033,,https://services9.arcgis.com/ihyPHe2KRRmOsTPa/arcgis/rest/services,Y,Y,OK,Y,
2147,2,Nevada,,Carlin,,,https://gisdata.farrwestengineering.com/arcgis/rest/services/City_of_Carlin,Y,Y,OK,Y,
2148,2,Nevada,,Carson City,,,http://ccapps.org/arcgis/rest/services,N,Y,,Y,
2149,2,Nevada,,Elko,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/ElkoNVElections/FeatureServer,Y,Y,OK,Y, 
2150,2,Nevada,,Elko,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/ElkoParcelPoints/FeatureServer,Y,Y,OK,Y,
2151,2,Nevada,,Fernley,,,https://gisdata.farrwestengineering.com/arcgis/rest/services/City_of_Fernley,Y,Y,OK,Y,
2152,2,Nevada,,Gardnerville,,,https://web2.mobile311.com/arcgis/rest/services/Nevada/TownOfGardnerville/MapServer,Y,Y,OK,Y,
2153,2,Nevada,,Henderson,,,https://maps.cityofhenderson.com/arcgis/rest/services,Y,Y,OK,Y,
2154,2,Nevada,,Lander,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/LanderNVFeatures/FeatureServer,Y,Y,OK,Y,
2155,2,Nevada,,Las Vegas,,,https://mapdata.lasvegasnevada.gov/clvgis/rest/services,Y,Y,OK,Y,
2156,2,Nevada,,Mesquite,,,https://mapserv.mesquitenv.gov/arcgis_maps/rest/services,Y,Y,OK,Y,
2157,2,Nevada,,Sparks,,,https://portal.cityofsparks.us/arcgis/rest/services,Y,Y,OK,Y,
2158,2,New Hampshire,,,33,New Hampshire Geographic Information System Clearinghouse (GRANIT),https://nhgeodata.unh.edu/nhgeodata/rest/services,Y,Y,OK,Y,
2159,2,New Hampshire,,,33,New Hampshire Department of Environmental Services,https://gis.des.nh.gov/server/rest/services,Y,Y,OK,Y,
2160,2,New Hampshire,,,33,New Hampshire Department of Transportation,https://gis.dot.nh.gov/arcgis_prd/rest/services,Y,Y,OK,Y,
2161,2,New Hampshire,,,,Nashua Regional Planning Commission,https://gishost.nashuarpc.org/arcgis/rest/services,Y,Y,OK,Y,
2162,2,New Hampshire,,,,Strafford Regional Planning Commission (SRPC),https://services1.arcgis.com/NWUiNpFLGIf9gkGi/arcgis/rest/services,Y,Y,OK,Y,
2163,2,New Hampshire,Hillsborough,,,,https://maps.hillsboroughcounty.org/arcgis/rest/services,Y,Y,OK,Y,
2164,2,New Hampshire,,Amherst,,,https://web2.mobile311.com/arcgis/rest/services/NewHampshire/AmherstNH/MapServer,Y,Y,OK,Y,
2165,2,New Hampshire,,Concord,,,https://gis.concordnh.gov/arc1061/rest/services,Y,N,OK,Y,
2166,2,New Hampshire,,Derry,,,http://extranet2.derrynh.org:6080/arcgis/rest/services,N,Y,,Y,
2167,2,New Hampshire,,Goffstown,,,https://gishost.cdmsmithgis.com/cdmsmithgis/rest/services/GoffstownNH_BaseMap/MapServer,Y,Y,OK,Y, 
2168,2,New Hampshire,,Goffstown,,,https://gishost.cdmsmithgis.com/cdmsmithgis/rest/services/GoffstownNH_OpLayers/MapServer,Y,Y,OK,Y,
2169,2,New Hampshire,,Jaffrey,,,https://hostingdata3.tighebond.com/arcgis/rest/services/JaffreyNH,Y,Y,OK,Y,
2170,2,New Hampshire,,Manchester,,,https://secure.manchesternh.gov/agsgis2/rest/services,Y,Y,OK,Y,
2171,2,New Hampshire,,Merrimack,,,https://spatialags.vhb.com/arcgis/rest/services/Merrimack,Y,Y,OK,Y,
2172,2,New Hampshire,,Tilton,,,https://web2.mobile311.com/arcgis/rest/services/NewHampshire/TiltonNorthfieldWaterDistrict/MapServer,Y,Y,OK,Y,
2173,2,New Jersey,,,34,New Jersey Department of Transportation,https://map.appgeo.com/arcgis/rest/services/NJDOT,Y,Y,OK,Y,
2174,2,New Jersey,,,34,North Jersey Transportation Planning Authority,https://gis.njtpa.org/arcgis/rest/services,Y,Y,OK,Y,
2175,2,New Jersey,,,34,New Jersey various layers,https://maps.nj.gov/arcgis/rest/services,Y,Y,OK,Y, 
2176,2,New Jersey,,,34,New Jersey various layers,https://geo.nj.gov/arcgis/rest/services,Y,Y,OK,Y, 
2177,2,New Jersey,,,34,New Jersey various layers,https://mapstest.nj.gov/arcgis/rest/services,Y,Y,OK,Y, 
2178,2,New Jersey,,,34,New Jersey various layers,https://maps.nj.gov/arcgis/rest/services,Y,Y,OK,Y, 
2179,2,New Jersey,,,34,New Jersey various layers,https://services2.arcgis.com/XVOqAjTOJ5P6ngMu/ArcGIS/rest/services,Y,Y,OK,Y, Includes parcels 
2180,2,New Jersey,,,34,Meadowlands Environmental Research Institute,http://arcgis5.njmeadowlands.gov/webmaps/rest/services,Y,Y,OK,Y,
2181,2,New Jersey,,,34,Rutgers university,https://njmaps1.rad.rutgers.edu/arcgis/rest/services,Y,Y,OK,Y,
2182,2,New Jersey,,,,North Jersey Transportation Planning Authority,https://gis.njtpa.org/arcgis/rest/services,Y,Y,OK,Y,
2183,2,New Jersey,,,,New Jersey Highlands Council,https://services6.arcgis.com/ZrVlS0wslq8Nvq5I/arcgis/rest/services,Y,Y,OK,Y,
2184,2,New Jersey,Hunterdon,,34019,,http://gis.co.hunterdon.nj.us/arcgis/rest/services,N,Y,,Y,
2185,2,New Jersey,Middlesex,,34023,,https://mcgisweb.co.middlesex.nj.us/arcgis/rest/services,Y,Y,OK,Y,
2186,2,New Jersey,Monmouth,,34025,,https://taxboardportal.co.monmouth.nj.us/arcgis/rest/services,Y,Y,OK,Y,
2187,2,New Jersey,Morris,,34027,,https://morrisgisapps.co.morris.nj.us/arcgis105/rest/services,Y,Y,OK,Y,
2188,2,New Jersey,Sussex,,34037,,https://services.arcgis.com/opPd2BqYeMe7vELn/ArcGIS/rest/services,Y,Y,OK,Y,
2189,2,New Jersey,,Lakewood,,,https://web2.mobile311.com/arcgis/rest/services/NewJersey/TownshipOfLakewood/MapServer,Y,Y,OK,Y,
2190,2,New Jersey,,Newark,,,https://services1.arcgis.com/WAUuvHqqP3le2PMh/arcgis/rest/services,Y,Y,OK,Y,
2191,2,New Jersey,,Raritan,,,https://web2.mobile311.com/arcgis/rest/services/NewJersey/Raritan/MapServer,Y,Y,OK,Y,
2192,2,New Mexico,,,35,New Mexico State Land Office,https://mapservice.nmstatelands.org/arcgis/rest/services,Y,Y,OK,Y,
2193,2,New Mexico,,,35,New Mexico Department of Transportation,https://services.arcgis.com/hOpd7wfnKm16p9D9/arcgis/rest/services,Y,Y,OK,Y,
2194,2,New Mexico,,,35,New Mexico Broadband Program,https://nmbbmapping.org/arcgis/rest/services,Y,Y,OK,Y,
2195,2,New Mexico,,,35,New Mexico Environment Department,https://arcgis.env.nm.gov/server/rest/services,Y,Y,OK,Y,
2196,2,New Mexico,,,35,New Mexico Office of State Engineer,https://services2.arcgis.com/qXZbWTdPDbTjl7Dy/ArcGIS/rest/services,Y,Y,OK,Y,
2197,2,New Mexico,,,35,University of New Mexico - Earth Data Analysis Center,https://edacarc.unm.edu/arcgis/rest/services,Y,Y,OK,Y,
2198,2,New Mexico,,,35,Various New Mexico layers:,https://services.arcgis.com/LGtNQDlIZBdntoA9/ArcGIS/rest/services,Y,Y,OK,Y,
2199,2,New Mexico,Bernalillo,,35001,,https://gismap.bernco.gov/arcgis/rest/services,Y,Y,OK,Y,
2200,2,New Mexico,Chaves,,35005,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/ChavesNMFeatures/FeatureServer,Y,Y,OK,Y,
2201,2,New Mexico,Cibola,,35006,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/CibolaNMFeatures/FeatureServer,Y,Y,OK,Y,
2202,2,New Mexico,Dona Ana,,35013,,https://gis.donaanacounty.org/server/rest/services,Y,Y,OK,Y,access denied 
2203,2,New Mexico,Eddy,,35015,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/EddyNMFeatures/FeatureServer,Y,Y,OK,Y,
2204,2,New Mexico,Lea,,35025,,https://www.emapsplus.com/arcgis/rest/services/NewMexico/LeaAnalyst/MapServer,Y,Y,OK,Y, 
2205,2,New Mexico,Lea,,35025,,https://www.emapsplus.com/arcgis/rest/services/NewMexico/LeaEmaps/MapServer,Y,Y,OK,Y, 
2206,2,New Mexico,Lea,,35025,,https://www.emapsplus.com/arcgis/rest/services/Orthos/NM_Lea/ImageServer,Y,Y,OK,Y,
